0.5669642857,0.4159663866
0.5669642857,0.4187675070
0.5669642857,0.4215686275
0.5669642857,0.4383753501
0.5669642857,0.4411764706
0.5687500000,0.4439775910
0.5705357143,0.4523809524
0.5705357143,0.4635854342
0.5741071429,0.4719887955
0.5741071429,0.4747899160
0.5758928571,0.4887955182
0.5776785714,0.4971988796
0.5776785714,0.5140056022
0.5812500000,0.5280112045
0.5830357143,0.5392156863
0.5830357143,0.5476190476
0.5866071429,0.5644257703
0.5866071429,0.5672268908
0.5883928571,0.5756302521
0.5883928571,0.5784313725
0.5901785714,0.5868347339
0.5901785714,0.5896358543
0.5937500000,0.5896358543
0.5955357143,0.5952380952
0.5955357143,0.6008403361
0.5973214286,0.6008403361
0.5973214286,0.6064425770
0.6026785714,0.6092436975
0.6044642857,0.6176470588
0.6044642857,0.6204481793
0.6062500000,0.6260504202
0.6098214286,0.6316526611
0.6116071429,0.6344537815
0.6116071429,0.6372549020
0.6133928571,0.6428571429
0.6151785714,0.6456582633
0.6169642857,0.6484593838
0.6205357143,0.6484593838
0.6223214286,0.6484593838
0.6241071429,0.6484593838
0.6276785714,0.6484593838
0.6330357143,0.6484593838
0.6383928571,0.6484593838
0.6401785714,0.6484593838
0.6419642857,0.6484593838
0.6437500000,0.6484593838
0.6455357143,0.6456582633
0.6473214286,0.6400560224
0.6526785714,0.6372549020
0.6580357143,0.6344537815
0.6651785714,0.6260504202
0.6741071429,0.6120448179
0.6830357143,0.5980392157
0.6919642857,0.5868347339
0.6973214286,0.5672268908
0.7062500000,0.5532212885
0.7116071429,0.5392156863
0.7169642857,0.5280112045
0.7187500000,0.5140056022
0.7241071429,0.5112044818
0.7241071429,0.5028011204
0.7258928571,0.5000000000
0.7276785714,0.4971988796
0.7276785714,0.4943977591
0.7312500000,0.4915966387
0.7312500000,0.4831932773
0.7330357143,0.4831932773
0.7330357143,0.4803921569
0.7330357143,0.4775910364
0.7330357143,0.4747899160
0.7330357143,0.4691876751
0.7330357143,0.4663865546
0.7276785714,0.4635854342
0.7223214286,0.4607843137
0.7080357143,0.4551820728
0.6955357143,0.4495798319
0.6848214286,0.4411764706
0.6669642857,0.4299719888
0.6562500000,0.4271708683
0.6401785714,0.4159663866
0.6294642857,0.4103641457
0.6241071429,0.4075630252
0.6187500000,0.4075630252
0.6151785714,0.4047619048
0.6133928571,0.4047619048
0.6062500000,0.4047619048
0.5991071429,0.4019607843
0.5883928571,0.4019607843
0.5794642857,0.4019607843
0.5687500000,0.4019607843
0.5508928571,0.3963585434
0.5419642857,0.3963585434
0.5383928571,0.3963585434
0.5312500000,0.3963585434
0.5294642857,0.3963585434
0.5276785714,0.3963585434
0.5080357143,0.3907563025
0.4973214286,0.3907563025
0.4830357143,0.3907563025
0.4437500000,0.3907563025
0.4241071429,0.3907563025
0.4133928571,0.3907563025
0.3973214286,0.3907563025
0.3955357143,0.3907563025
0.3937500000,0.3907563025
0.3937500000,0.3935574230
0.4008928571,0.3963585434
0.4151785714,0.4019607843
0.4312500000,0.4103641457
0.5598214286,0.7492997199
0.5598214286,0.7549019608
0.5598214286,0.7605042017
0.5598214286,0.7633053221
0.5598214286,0.7689075630
0.5598214286,0.7745098039
0.5598214286,0.7801120448
0.5598214286,0.7773109244
0.5598214286,0.7745098039
0.5598214286,0.7717086835
0.5598214286,0.7661064426
0.5633928571,0.7492997199
0.5651785714,0.7352941176
0.5669642857,0.7268907563
0.5669642857,0.7156862745
0.5687500000,0.7044817927
0.5705357143,0.6932773109
0.5741071429,0.6848739496
0.5741071429,0.6736694678
0.5758928571,0.6596638655
0.5776785714,0.6540616246
0.5776785714,0.6456582633
0.5794642857,0.6372549020
0.5830357143,0.6316526611
0.5830357143,0.6204481793
0.5848214286,0.6148459384
0.5848214286,0.6036414566
0.5866071429,0.6036414566
0.5866071429,0.5952380952
0.5866071429,0.5924369748
0.5866071429,0.5840336134
0.5866071429,0.5784313725
0.5866071429,0.5756302521
0.5866071429,0.5672268908
0.5866071429,0.5616246499
0.5866071429,0.5560224090
0.5866071429,0.5504201681
0.5866071429,0.5448179272
0.5866071429,0.5420168067
0.5866071429,0.5392156863
0.5866071429,0.5364145658
0.5866071429,0.5280112045
0.5866071429,0.5224089636
0.5866071429,0.5196078431
0.5866071429,0.5084033613
0.5866071429,0.5028011204
0.5866071429,0.4943977591
0.5866071429,0.4915966387
0.5866071429,0.4831932773
0.5866071429,0.4775910364
0.5866071429,0.4663865546
0.5866071429,0.4607843137
0.5866071429,0.4579831933
0.5866071429,0.4495798319
0.5866071429,0.4383753501
0.5866071429,0.4355742297
0.5866071429,0.4327731092
0.5866071429,0.4299719888
0.5866071429,0.4187675070
0.5866071429,0.4131652661
0.5866071429,0.4019607843
0.5866071429,0.3991596639
0.5866071429,0.3963585434
0.5866071429,0.3991596639
0.5866071429,0.4103641457
0.5866071429,0.4215686275
0.5830357143,0.4355742297
0.5830357143,0.4439775910
0.5812500000,0.4663865546
0.5794642857,0.4887955182
0.5794642857,0.5000000000
0.5794642857,0.5056022409
0.5776785714,0.5196078431
0.5776785714,0.5252100840
0.5776785714,0.5280112045
0.5776785714,0.5336134454
0.5776785714,0.5392156863
0.5776785714,0.5476190476
0.5776785714,0.5560224090
0.5776785714,0.5588235294
0.5776785714,0.5728291317
0.5776785714,0.5784313725
0.5776785714,0.5896358543
0.5776785714,0.5924369748
0.5776785714,0.6064425770
0.5776785714,0.6176470588
0.5776785714,0.6400560224
0.5776785714,0.6652661064
0.5776785714,0.6764705882
0.5776785714,0.6820728291
0.5776785714,0.6960784314
0.5776785714,0.6988795518
0.5776785714,0.7044817927
0.5776785714,0.7072829132
0.5776785714,0.7156862745
0.5741071429,0.7184873950
0.5741071429,0.7128851541
0.5741071429,0.6988795518
0.5741071429,0.6820728291
0.5741071429,0.6540616246
0.5741071429,0.6372549020
0.5741071429,0.6204481793
0.5741071429,0.6008403361
0.5741071429,0.5952380952
0.5741071429,0.5812324930
0.5741071429,0.5728291317
0.5741071429,0.5616246499
0.5741071429,0.5476190476
0.5741071429,0.5392156863
0.5741071429,0.5280112045
0.5741071429,0.5084033613
0.5741071429,0.5056022409
0.5741071429,0.4915966387
0.5741071429,0.4859943978
0.5758928571,0.4747899160
0.5758928571,0.4719887955
0.5758928571,0.4691876751
0.5758928571,0.4663865546
0.5758928571,0.4607843137
0.5758928571,0.4551820728
0.5758928571,0.4523809524
0.5758928571,0.4495798319
0.5758928571,0.4467787115
0.5758928571,0.4411764706
0.5758928571,0.4327731092
0.5758928571,0.4299719888
0.5758928571,0.4187675070
0.5794642857,0.4187675070
0.5526785714,0.3963585434
0.5562500000,0.3963585434
0.5633928571,0.3963585434
0.5669642857,0.3683473389
0.5669642857,0.3711484594
0.5669642857,0.3795518207
0.5669642857,0.3823529412
0.5669642857,0.3935574230
0.5669642857,0.3963585434
0.5669642857,0.4103641457
0.5669642857,0.4159663866
0.5669642857,0.4355742297
0.5669642857,0.4439775910
0.5669642857,0.4551820728
0.5669642857,0.4691876751
0.5669642857,0.4775910364
0.5669642857,0.4803921569
0.5669642857,0.4915966387
0.5669642857,0.4943977591
0.5687500000,0.5084033613
0.5687500000,0.5112044818
0.5723214286,0.5252100840
0.5723214286,0.5308123249
0.5758928571,0.5560224090
0.5812500000,0.5700280112
0.5883928571,0.5896358543
0.5883928571,0.5924369748
0.5955357143,0.6036414566
0.5991071429,0.6092436975
0.6062500000,0.6204481793
0.6098214286,0.6260504202
0.6133928571,0.6260504202
0.6241071429,0.6316526611
0.6241071429,0.6344537815
0.6312500000,0.6372549020
0.6330357143,0.6372549020
0.6348214286,0.6372549020
0.6366071429,0.6372549020
0.6383928571,0.6372549020
0.6473214286,0.6372549020
0.6562500000,0.6316526611
0.6580357143,0.6316526611
0.6651785714,0.6148459384
0.6758928571,0.6008403361
0.6776785714,0.5896358543
0.6812500000,0.5868347339
0.6866071429,0.5700280112
0.6883928571,0.5616246499
0.6955357143,0.5420168067
0.6973214286,0.5392156863
0.7044642857,0.5196078431
0.7062500000,0.5140056022
0.7098214286,0.4971988796
0.7133928571,0.4887955182
0.7151785714,0.4859943978
0.7187500000,0.4803921569
0.7187500000,0.4775910364
0.7187500000,0.4719887955
0.7187500000,0.4691876751
0.7187500000,0.4607843137
0.7205357143,0.4579831933
0.7205357143,0.4551820728
0.7205357143,0.4495798319
0.7187500000,0.4495798319
0.7116071429,0.4411764706
0.7098214286,0.4411764706
0.7062500000,0.4383753501
0.7008928571,0.4355742297
0.6973214286,0.4355742297
0.6848214286,0.4299719888
0.6776785714,0.4243697479
0.6776785714,0.4215686275
0.6723214286,0.4215686275
0.6705357143,0.4215686275
0.6651785714,0.4159663866
0.6633928571,0.4159663866
0.6580357143,0.4159663866
0.6580357143,0.4131652661
0.6401785714,0.4047619048
0.6258928571,0.4019607843
0.6241071429,0.4019607843
0.6187500000,0.4019607843
0.6151785714,0.4019607843
0.6026785714,0.4019607843
0.5866071429,0.4019607843
0.5848214286,0.4019607843
0.5776785714,0.4019607843
0.5616071429,0.4019607843
0.5526785714,0.4019607843
0.5401785714,0.4019607843
0.5383928571,0.4019607843
0.5276785714,0.4103641457
0.5223214286,0.4103641457
0.5062500000,0.4103641457
0.4973214286,0.4131652661
0.4955357143,0.4131652661
0.4866071429,0.4131652661
0.4848214286,0.4131652661
0.4741071429,0.4159663866
0.4705357143,0.4159663866
0.4651785714,0.4159663866
0.4544642857,0.4243697479
0.4508928571,0.4243697479
0.4419642857,0.4243697479
0.4330357143,0.4243697479
0.4258928571,0.4243697479
0.4205357143,0.4243697479
0.4187500000,0.4243697479
0.4062500000,0.4243697479
0.4044642857,0.4243697479
